City,Population Rank,January 2017
Bumpus Mills,12077,757
Evansville,12078,1543
Haverhill,12079,1765
Clover,12080,985
Cape Carteret,12081,1364
Wartrace,12082,1220
Flag Pond,12083,844
McDermott,12084,956
Bluemont,12085,1943
Rainier,12086,1369
Milan,12087,1211
Painted Post,12088,1359
Greenfield,12089,956
Primm Springs,12090,1510
Yorkville,12091,748
Raymond,12092,1164
Swoope,12093,1315
Baldwin,12094,935
Baldwin,12095,1065
Gray Summit,12096,924
Sherwood,12097,889
Wingina,12098,1194
Baidland,12099,1111
Combine,12100,1743
Gosnell,12101,821
Tillson,12102,1611
Seminole,12103,1325
Homeworth,12104,1039
Warwick,12105,1479
Goode,12106,1336
Irvington,12107,850
Goodland,12108,834
Humansville,12109,746
Winthrop,12110,934
Walnut Grove,12111,1632
Fischer,12112,1623
Hidden Meadows,12113,2748
Woodland Beach,12114,961
Bovina,12115,1186
Walling,12116,952
Heritage Creek,12117,1251
Hallsville,12118,1053
Panacea,12119,1388
Mayesville,12120,675
Brickerville,12121,1145
Eden,12122,1243
Queen Anne,12123,1617
Arapaho,12124,930
Lobelville,12125,750
Oakland,12126,660
Lilliwaup,12127,1117
Cobb Island,12128,1698
Cortland,12129,1299
Sugar Valley,12130,1016
New Oxford,12131,1143
Williams,12132,1334
Tieton,12133,1095
Milton,12134,1443
Trevorton,12135,922
Valley Grove,12136,1092
Woodburn,12137,1153
Pine Bluffs,12138,1207
Manning,12139,839
Port Bolivar,12140,1775
Chelsea,12141,1502
Sylvan Springs,12142,1011
Porterfield,12143,1083
Darwin,12144,1268
Brookshire,12145,1253
South Palm Beach,12146,1890
Flemington,12147,909
Fort Plain,12148,1213
Milford,12149,1426
Elwood,12150,1581
Rockford,12151,1201
Huddleston,12152,1372
Orford,12153,1416
Londonderry Township,12154,1069
Putnam,12155,1268
Chatsworth,12156,1110
Sulphur Springs,12157,856
Jonestown,12158,1614
Jones,12159,1013
Sidney,12160,854
Talty,12161,2313
Fowler,12162,1171
Kronenwetter,12163,1122
Caswell Beach,12164,1197
Floodwood,12165,883
Indianola,12166,1828
Choctaw Lake,12167,1614
Carrsville,12168,1179
Athens,12169,1000
Gridley,12170,1160
Runaway Bay,12171,1220
Hooper,12172,1084
Combes,12173,834
Reeseville,12174,1128
McCordsville,12175,1577
Council,12176,820
Republic,12177,830
Whitesburg,12178,892
Eustis,12179,1142
Epworth,12180,1133
Bennett,12181,1111
Landis,12182,871
Wawaka,12183,954
Blue Ridge Manor,12184,1192
Cascade,12185,1083
Severance,12186,1766
Genesee,12187,1250
Kaaawa,12188,2547
Lewisville,12189,868
Beverly,12190,1015
Kellogg,12191,793
Port Byron,12192,911
Welling,12193,828
Rio,12194,1384
Maurepas,12195,1367
Spiceland,12196,799
Ostrander,12197,1722
Ivor,12198,1208
Riverside,12199,1248
Valley Hill,12200,1201
Prospect,12201,1234
Waveland,12202,840
Marquette,12203,758
Olivet,12204,1403
Anchor Point,12205,1308
Corolla,12206,1953
Royston,12207,911
Contoocook,12208,1522
Arrington,12209,2492
Holden,12210,1301
Lake Shangrila,12211,1543
Brilliant,12212,647
Holts Summit,12213,993
Jefferson,12214,1392
Boston,12215,1515
Fairchild,12216,922
Thompsonville,12217,1083
Sunfield,12218,959
Burns,12219,1268
La Crosse,12220,1093
Goetzville,12221,841
Green Valley Lake,12222,1028
Randall,12223,1141
Moonachie,12224,2192
Carthage,12225,1078
Faber,12226,1355
Forest Lake,12227,1994
Shaver Lake,12228,1993
Hodgen,12229,800
Gore,12230,774
Hamilton,12231,1248
Glencoe,12232,1185
Lakewood Club,12233,803
Lake Tomahawk,12234,1136
Jupiter Island,12235,17985
Tioga,12236,1207
Steens,12237,1102
Tolland,12238,1746
Perry,12239,1080
Lake Waukomis,12240,1482
Ashton,12241,1135
Ault,12242,1462
Paron,12243,1105
Russells Point,12244,825
Dickson,12245,1066
Oakland,12246,1057
Jasper,12247,846
Ogden,12248,986
Church Creek,12249,1333
Ione,12250,1557
Childersburg,12251,885
Yarrow Point,12252,8079
Heflin,12253,993
Brethren,12254,851
Green Level,12255,737
Bradley,12256,2094
Plantation,12257,1235
Carrabassett Valley,12258,1337
Underwood,12259,1750
Beverly Hills,12260,853
Leavittsburg,12261,647
Napavine,12262,1099
Oak Ridge,12263,834
Adams,12264,1263
Avondale,12265,966
Wrightsville Beach,12266,3991
Boca Grande,12267,8502
Plumerville,12268,792
Larwill,12269,978
Kerens,12270,1064
Cross Hill,12271,1273
Porter Township,12272,1256
Westwood,12273,1729
Lake Saint Croix Beach,12274,1392
Trimble,12275,691
Blairsden-Graeagle,12276,1457
Helen,12277,1146
Bee Cave,12278,3047
North Benton,12279,964
Westernport,12280,1210
Orchard City,12281,1243
Springfield,12282,1196
Cove,12283,1479
New Harmony,12284,1594
Sedalia,12285,848
Aledo,12286,1098
Mount Vernon,12287,836
Hoschton,12288,1340
Salvisa,12289,1087
Waller,12290,1283
Quebeck,12291,940
Edgar Springs,12292,647
Cohasset,12293,1322
West End,12294,1378
Cedar Key,12295,1454
Helper,12296,845
Reevesville,12297,1251
Mesquite,12298,847
Grandy,12299,1185
Lake Park,12300,1350
El Prado,12301,1220
Island Park,12302,1182
Elora,12303,915
Three Way,12304,1200
Norfork,12305,1038
Rancho Viejo,12306,1310
Shamokin Dam,12307,1196
Lachine,12308,881
Ridgeway,12309,1129
Fife Lake,12310,954
Solon,12311,1403
Silver Lake,12312,1397
Hilton,12313,1301
Cedar Grove,12314,1129
Millersburg,12315,1617
Chesterfield,12316,1803
Woodbridge,12317,1754
Keeseville,12318,1484
Roodhouse,12319,913
Scroggins,12320,1760
Dillonvale,12321,660
Loda,12322,1354
Cooleemee,12323,795
Prosperity,12324,816
Hershey,12325,1247
Scaly Mountain,12326,1212
Medinah,12327,2139
Dalton,12328,1227
Bent Creek,12329,1453
Zellwood,12330,1158
Forsyth,12331,1749
Pinecrest,12332,1230
Kendrick,12333,1196
Saint David,12334,896
Little Orleans,12335,1085
Colfax,12336,966
Vienna,12337,1261
Pennsbury Village,12338,1154
Rockaway Beach,12339,1483
North Lewisburg,12340,1012
Belville,12341,1239
Carnelian Bay,12342,2214
Geyserville,12343,2665
Molino,12344,1054
Seaside Park,12345,1887
North Newton,12346,1107
Walnut Grove,12347,1172
Bullard,12348,1250
Silverlake,12349,1411
Bass Lake,12350,1318
Fairmont,12351,779
Ball,12352,1015
Sea Island,12353,11490
Redington Beach,12354,2397
Freeland,12355,1605
Bay City,12356,1386
Semora,12357,1262
Wade,12358,791
Pine Knoll Shores,12359,1342
Hartsel,12360,1331
Hopewell,12361,931
Bel Alton,12362,1828
Beach City,12363,2044
Mineral Springs,12364,1354
Phelps,12365,1099
Chappells,12366,1200
Partlow,12367,1297
North Barrington,12368,3679
Randle,12369,889
Diamond,12370,1105
Greenleaf,12371,923
Tall Timbers,12372,1608
Dellwood,12373,3007
Luthersville,12374,1017
Tilghman,12375,1552
Fortville,12376,1129
Pittsford,12377,932
Crandon Lakes,12378,1582
Idyllwild,12379,1516
Briarwood,12380,1136
Bruceville-Eddy,12381,1119
Sugarloaf,12382,891
Valatie,12383,1553
Coral,12384,947
Electric City,12385,869
Tahoe City,12386,2362
Keene,12387,1180
London,12388,865
Balsam Lake,12389,1183
Pike Township,12390,1008
Hagaman,12391,1365
Westville,12392,884
Pioneer,12393,933
University Heights,12394,1726
Chappell Hill,12395,1496
Mi Wuk Village,12396,1354
Sonoita,12397,1438
Lorena,12398,1376
Parksley,12399,1200
Caddo Mills,12400,1206
Warba,12401,1225
Fremont,12402,984
Jemez Springs,12403,1249
South Beach,12404,1393
Harshaw,12405,1123
Nelson,12406,1295
Weippe,12407,1125
Hunter,12408,1292
Maysville,12409,1064
Centerville,12410,997
West Tawakoni,12411,969
Weston Mills,12412,1268
Glenford,12413,1055
Upper Lake,12414,1348
Berkeley Springs,12415,1156
Vickery,12416,934
Little Flock,12417,1250
Denver,12418,909
Calabash,12419,939
Herscher,12420,1222
Drake,12421,1417
Oak Harbor,12422,1019
Hawthorn Woods,12423,3014
Bentonville,12424,1454
Brook,12425,904
Daleville,12426,783
Cherrylog,12427,1228
Lake View,12428,1234
Princes Lakes,12429,1037
Ball Ground,12430,1317
Sumner,12431,892
Montara,12432,4036
Minden,12433,1148
Frenchtown,12434,1419
Hazelton,12435,930
Fairview Park,12436,845
China Grove,12437,1499
Tiro,12438,900
Bessemer,12439,687
Buffalo City,12440,1074
Wesley Chapel,12441,2043
Hartford,12442,714
Cleveland,12443,1393
Issue,12444,1890
Munising,12445,1019
Suquamish,12446,1443
Victoria,12447,2146
Clinton,12448,1396
Powells Crossroads,12449,906
Briarcliffe Acres,12450,1687
Killian,12451,1447
Pilot,12452,1151
Amboy,12453,1262
Nanticoke,12454,1180
Smithton,12455,1377
Nerstrand,12456,1400
King William,12457,1252
Richville,12458,1285
Kennedy,12459,1115
Gearhart,12460,1631
Priceville,12461,1038
Beulah,12462,1205
Dover,12463,1373
Las Palmas-Juarez,12464,754
Sauk City,12465,1208
Welches,12466,1595
Lake Meade,12467,1235
Johnston,12468,896
Point Blank,12469,1375
Sylvania,12470,902
Towanda,12471,1287
Glenview,12472,5355
Carlos,12473,1249
Kernville,12474,1193
Carbonado,12475,1358
Edgewater,12476,729
Burgaw,12477,896
Wheeler,12478,842
New Castle,12479,5997
Sutter Creek,12480,1602
Beech Mountain,12481,1222
Shiloh,12482,791
Perryville,12483,904
Luther,12484,833
Mount Olive,12485,1083
Eagleville,12486,1324
Elgin,12487,1150
Green Lane,12488,1648
Bigfork,12489,1236
Lindale,12490,1223
Freetown,12491,1041
Norwich,12492,976
Livingston Manor,12493,1110
Brinnon,12494,1370
South Bloomfield,12495,1236
Anna Maria,12496,4599
Rhoadesville,12497,1298
Rock Creek,12498,949
Star Valley,12499,1281
Carroll,12500,1362
Gloucester Point,12501,1325
Newfoundland,12502,1835
Rapidan,12503,1335
Iron,12504,909
Pellston,12505,919
Cologne,12506,1581
Colebrook,12507,1652
Harpswell,12508,2130
Williston,12509,1198
San Antonio,12510,1311
Christopher,12511,880
Bivalve,12512,1162
Encantada-Ranchito El Calaboz,12513,802
Fort Loramie,12514,1331
Hillsboro,12515,1086
Highland,12516,1038
Morrisville,12517,1473
Milltown,12518,1043
Oronoco,12519,1731
Hart'S Location,12520,1100
Louisburg,12521,944
Pierz,12522,1157
Downs,12523,1316
Cazadero,12524,2193
Morrow,12525,1533
Kiel,12526,1021
Munds Park,12527,1842
Osage,12528,1264
Arcadia,12529,1122
Toquerville,12530,1406
Kirbyville,12531,879
Telluride,12532,2210
Rossville,12533,854
South Roxana,12534,747
Boston,12535,973
Roseland,12536,1343
Airway Heights,12537,1044
Longbranch,12538,1579
Peachland,12539,980
Stone Ridge,12540,1649
Long Creek,12541,1084
Townsend,12542,1787
Lummi Island,12543,1566
Bodega Bay,12544,2888
Rhodes,12545,978
Monroe,12546,1091
Makinen,12547,895
Mead,12548,975
Climax Springs,12549,982
Creola,12550,933
Council Grove,12551,800
Kemp,12552,1113
Sully,12553,1079
Stevenson,12554,1543
Maurice,12555,1316
Collins,12556,1133
Sweet Home,12557,689
Harvey,12558,1233
Warm Springs,12559,982
Weeki Wachee Gardens,12560,1322
Buffalo,12561,831
Lakeside,12562,1098
Doswell,12563,1397
Peosta,12564,1250
Onekama,12565,1144
Armona,12566,992
Laura,12567,1015
Ponder,12568,1492
Shandaken,12569,1400
Arcanum,12570,948
Red Feather Lakes,12571,1370
Zeigler,12572,863
Everson,12573,1395
Michiana Shores,12574,1782
Sharptown,12575,1143
Ladoga,12576,944
Bay,12577,755
Creston,12578,1280
Rosebush,12579,897
Fairbank,12580,969
Dimondale,12581,1054
Brewster,12582,793
Hackberry,12583,1640
Goodfield,12584,1389
Limestone,12585,1221
Ottertail,12586,1256
New Kent,12587,1444
Fair Grove,12588,784
Palmersville,12589,811
Barbourmeade,12590,1791
Kings Mills,12591,1654
Deal Island,12592,1255
Silver Point,12593,1051
Bennington,12594,861
Morningside,12595,1708
Wales,12596,2011
Eastanollee,12597,1004
Ashaway,12598,1452
Sunrise Beach,12599,1136
Alta,12600,1639
Hebron,12601,1617
Seven Devils,12602,1296
Dunnstown,12603,924
Abbottstown,12604,1154
Point Venture,12605,1700
Linden,12606,826
Holcomb,12607,1079
Oak Leaf,12608,1838
Needville,12609,1379
Mulga,12610,706
Nordland,12611,1760
Hector,12612,791
Norwood,12613,1178
Philadelphia,12614,949
Topsail Beach,12615,1633
Homewood,12616,2220
Holley,12617,1221
Lamy,12618,2256
Briarcliff,12619,1877
Mocksville,12620,956
Barataria,12621,1390
French Settlement,12622,1368
Cannon Beach,12623,1805
Pepeekeo,12624,1467
Sackets Harbor,12625,1423
Rossville,12626,1499
Oak Creek,12627,1485
Point of Rocks,12628,1687
Marcell,12629,1284
Tuckasegee,12630,1164
Eagle Lake,12631,969
Mauriceville,12632,1231
Fort White,12633,1143
Avonmore,12634,750
Shenandoah Heights,12635,744
Benzonia,12636,1025
Newport,12637,1239
Avenue,12638,1513
Groton Long Point,12639,3501
Cortland West,12640,1730
Cotter,12641,940
Marblehead,12642,1704
Monrovia,12643,1148
Valleyford,12644,1756
Avoca,12645,933
Holly Ridge,12646,1076
Friant,12647,2196
Taylor,12648,796
Mount Olive,12649,956
Burneyville,12650,893
Rileyville,12651,1202
Maunaloa,12652,2063
Tiki Island,12653,3244
Osgood,12654,785
Lake Heritage,12655,1273
Elburn,12656,1867
Buchanan Dam,12657,1407
New Virginia,12658,1122
Garrison,12659,1215
Fairmount,12660,1032
Barton,12661,1162
McDonald Chapel,12662,734
Minor,12663,756
Glenville,12664,1455
Napoleon,12665,819
Greenbackville,12666,1267
Fayette,12667,807
Point Marion,12668,865
Cambridge,12669,1040
Addison,12670,1028
Crescent Beach,12671,1904
Cotton,12672,1000
Jackson Center,12673,953
Fair Haven,12674,1447
Posey,12675,932
Berry Creek,12676,1091
Garden,12677,893
Kiowa,12678,883
Ladonia,12679,852
Volcano,12680,1586
Sherwood,12681,1213
Kingston,12682,755
Jonestown,12683,1101
Campbellsport,12684,865
Cumberland Head,12685,1758
Belleville,12686,1335
Chester Gap,12687,1172
Brackettville,12688,985
Weedsport,12689,1351
South Amherst,12690,938
Mechanicsburg,12691,875
Clyo,12692,1158
Sloan,12693,1030
Edgerton,12694,853
Coffeen,12695,942
Wymore,12696,937
Doyle,12697,1110
Scandinavia,12698,1129
Hiram,12699,1135
Dowell,12700,1786
Krugerville,12701,1555
Harristown,12702,953
Mount Jackson,12703,993
Topton,12704,1254
Ozawkie,12705,1050
New Berlin,12706,1014
Philo,12707,830
Maple Plain,12708,1589
Tuscola,12709,1533
Duck,12710,2920
Kelleys Island,12711,1521
Drakes Branch,12712,1143
Andalusia,12713,841
Ross,12714,8760
Carterville,12715,894
Danville,12716,1117
England,12717,796
Paynesville,12718,1090
Newburg,12719,1301
Elk Run Heights,12720,1038
Utica,12721,1038
Hoodsport,12722,1060
De Tour Village,12723,948
Clear Lake,12724,1445
Oakham,12725,1691
May,12726,973
Luxemburg,12727,1120
Ouray,12728,1667
Anthony,12729,979
Ucon,12730,1001
Hernando Beach,12731,1913
Shokan,12732,1602
Pamplin,12733,1134
Edisto Beach,12734,2090
North Garden,12735,1481
Lavon,12736,1686
Coleraine,12737,1143
Rush City,12738,1231
Blossom,12739,1061
Jack,12740,872
Big Bend,12741,1553
Santa Ysabel,12742,2310
Orleans,12743,1007
Omer,12744,782
Saint Anne,12745,993
West Milford,12746,881
Berkey,12747,1400
Muir,12748,893
Washington,12749,1445
Saint John,12750,679
Austinburg,12751,1161
Quantico,12752,1176
Shawsville,12753,1016
Crescent,12754,747
Josephine,12755,1524
White Island Shores,12756,1560
Briny Breezes,12757,1466
Saluda,12758,1256
Town of Marshfield,12759,1431
Morrisville,12760,821
Tishomingo,12761,744
Dowling,12762,1170
June Lake,12763,1876
Portal,12764,918
Agua Dulce,12765,945
Elkins,12766,1018
Addy,12767,1165
Saint Johnsville,12768,1129
Side Lake,12769,1241
Valmeyer,12770,1299
Clements,12771,1619
Flying Hills,12772,1353
Taft,12773,714
Alcolu,12774,932
Mayville,12775,1314
Tangelo Park,12776,1096
Cleveland,12777,1051
Fawnskin,12778,1409
Big Pine,12779,1396
Cave Springs,12780,1582
Fisher Island,12781,14971
Ridge,12782,1456
Cortez,12783,2133
Churchville,12784,1390
Otter Lake,12785,1004
Collings Lakes,12786,1316
Mattawa,12787,959
South Boardman,12788,836
Melba,12789,1067
Barnegat Light,12790,3114
Bolivar,12791,1199
Maurertown,12792,1087
Peralta,12793,1040
Silt,12794,1576
Saint Anthony,12795,804
Eckerman,12796,831
Willis,12797,1115
White Marsh,12798,1900
Ladd,12799,1050
Mount Charleston,12800,1244
Ogden,12801,1083
Bethel Heights,12802,1141
Oilton,12803,755
Isle of Hope,12804,1736
Clifford,12805,885
Gumspring,12806,1297
Loganville,12807,1272
Hill 'n Dale,12808,847
Rehobeth,12809,1038
Fall River,12810,1178
Gordon,12811,1057
Clio,12812,1858
Third Lake,12813,1895
Mount Holly Springs,12814,1046
Belmont,12815,1148
Papaikou,12816,1463
Clark Fork,12817,1091
Stony Point,12818,961
Buda,12819,1652
Sunnyvale,12820,2570
Mannford,12821,954
Oil City,12822,744
Coyle,12823,759
Linn Valley,12824,901
Victor,12825,1346
Primera,12826,917
Arrington,12827,1096
Roslyn,12828,1226
White Lake,12829,1114
Copper Hill,12830,1150
Sibley,12831,997
Merrifield,12832,1296
Crescent,12833,811
Foster,12834,890
Perrinton,12835,990
Indian Beach,12836,1273
Johannesburg,12837,888
Marshall,12838,1304
Neskowin,12839,1695
Villisca,12840,839
Brooklyn,12841,1343
El Cenizo,12842,912
Weatherby Lake,12843,1867
Gleason,12844,841
Orrs Island,12845,2297
Dexter,12846,1239
Dewy Rose,12847,995
Camden,12848,1261
Saratoga,12849,1814
Lovington,12850,1022
Ruston,12851,1776
Cecil,12852,1444
Lodi,12853,1527
Linwood,12854,1313
Bridgeport,12855,1039
Troy,12856,804
Rural Hall,12857,983
Emerson,12858,928
Saybrook,12859,972
Annapolis,12860,2608
Lonaconing,12861,1135
Geneva-on-the-Lake,12862,920
Rochert,12863,1340
Sweetser,12864,922
Wagener,12865,702
Jamaica Beach,12866,1779
Angelus Oaks,12867,1083
Pepin,12868,1048
Orchard Homes,12869,1403
Corydon,12870,901
Elk Ridge,12871,1586
Wetumka,12872,709
Smallwood,12873,1061
Smethport,12874,987
Allenspark,12875,1704
El Paso,12876,1129
Audubon,12877,946
Shady Cove,12878,1404
Aniwa,12879,926
Lake Luzerne-Hadley,12880,1476
Long Barn,12881,1363
Poplar,12882,1093
Indian Lake,12883,745
Southern Shores,12884,1979
Garfield,12885,1147
Pineville,12886,1072
Beechgrove,12887,1095
Kittery Point,12888,1765
Cooper,12889,1116
Tolovana Park,12890,1990
Union Mills,12891,920
Rudy,12892,958
Suches,12893,1232
Bowdon,12894,802
Seeley Lake,12895,1187
Summit,12896,664
Point Roberts,12897,1334
Medicine Park,12898,685
Copake Lake,12899,1590
Hillcrest,12900,1193
Jefferson,12901,1307
Rome City,12902,1143
Los Alamos,12903,2211
Montvale,12904,1081
Ferguson,12905,1131
Captiva,12906,5328
Buffalo Center,12907,838
Rheems,12908,1185
Roanoke,12909,1205
Basin,12910,897
Nunnelly,12911,966
Gadsden,12912,884
Palo,12913,1270
Mossyrock,12914,994
Town of Yorkshire,12915,1136
Titus,12916,939
West Harrison,12917,1215
Bald Head Island,12918,2825
Flintville,12919,938
Tiger,12920,1192
Warren,12921,1063
Weston,12922,1073
Reedsville,12923,878
Loon Lake,12924,1337
Ransom Canyon,12925,1728
Hillsdale,12926,812
Cecilia,12927,952
Ranchitos Las Lomas,12928,938
Borden,12929,1018
Town of Coeymans,12930,1544
Onondaga,12931,1036
Sharon,12932,800
Flovilla,12933,877
Pingree Grove,12934,1662
China,12935,1128
Whitethorn,12936,1576
